Manufacturer,Type,ID,Part Type,String,Model Name,Stats,Effects,Requirements
Order,Pistol,6,Body Accessory,ORD_PS.part_body_d,,,,
Order,Pistol,7,Barrel,ORD_PS.part_barrel_01,,,,
Order,Pistol,8,Barrel,ORD_PS.part_barrel_02,,,,
Order,Pistol,9,Manufacturer Part,ORD_PS.part_shield_default,,,,
Order,Pistol,10,Manufacturer Part,ORD_PS.part_shield_ricochet,,,,
Order,Pistol,11,Manufacturer Part,ORD_PS.part_shield_ammo,,,,
Order,Pistol,12,Manufacturer Part,ORD_PS.part_shield_amp,,,,
Order,Pistol,13,Magazine,ORD_PS.part_mag_01,,,,
Order,Pistol,14,Magazine,ORD_PS.part_mag_02,,,,
Order,Pistol,15,Magazine,ORD_PS.part_mag_04_cov,,,,
Order,Pistol,16,Magazine,ORD_PS.part_mag_05_borg,,,,
Order,Pistol,17,Stat Modifier,ORD_PS.part_mag_ted_thrown_01,,,,
Order,Pistol,18,Stat Modifier,ORD_PS.part_mag_ted_thrown_02,,,,
Order,Pistol,19,Stat Modifier,ORD_PS.part_mag_ted_thrown_03_tor,,,,
Order,Pistol,20,Stat Modifier,ORD_PS.part_mag_ted_thrown_04_cov,,,,
Order,Pistol,21,Stat Modifier,ORD_PS.part_mag_ted_thrown_05_bor,,,,
Order,Pistol,22,Scope,ORD_PS.part_scope_ironsight,,,,
Order,Pistol,23,Scope,ORD_PS.part_scope_01_lens_01,,,,
Order,Pistol,24,Scope,ORD_PS.part_scope_01_lens_02,,,,
Order,Pistol,25,Scope,ORD_PS.part_scope_02_lens_01,,,,
Order,Pistol,26,Scope,ORD_PS.part_scope_02_lens_02,,,,
Order,Pistol,27,Scope Accessory,ORD_PS.part_scope_acc_s01_l01_a,,,,
Order,Pistol,28,Scope Accessory,ORD_PS.part_scope_acc_s01_l01_b,,,,
Order,Pistol,29,Scope Accessory,ORD_PS.part_scope_acc_s02_l01_a,,,,
Order,Pistol,30,Scope Accessory,ORD_PS.part_scope_acc_s02_l01_b,,,,
Order,Pistol,31,Scope Accessory,ORD_PS.part_scope_acc_s01_l02_a,,,,
Order,Pistol,32,Scope Accessory,ORD_PS.part_scope_acc_s01_l02_b,,,,
Order,Pistol,33,Scope Accessory,ORD_PS.part_scope_acc_s02_l02_a,,,,
Order,Pistol,34,Scope Accessory,ORD_PS.part_scope_acc_s02_l02_b,,,,
Order,Pistol,35,Grip,ORD_PS.part_grip_05c_ted_jav,,,,
Order,Pistol,36,Grip,ORD_PS.part_grip_05b_ted_homing,,,,
Order,Pistol,37,Grip,ORD_PS.part_grip_05a_ted_legs,,,,
Order,Pistol,38,Grip,ORD_PS.part_grip_04_hyp,,,,
Order,Pistol,39,Grip,ORD_PS.part_grip_01,,,,
Order,Pistol,40,Grip,ORD_PS.part_grip_02,,,,
Order,Pistol,41,Grip,ORD_PS.part_grip_03,,,,
Order,Pistol,42,Underbarrel,ORD_PS.part_underbarrel_05_ammoswitcher,,,,
Order,Pistol,43,Underbarrel,ORD_PS.part_underbarrel_03_rockets,,,,
Order,Pistol,44,Underbarrel,ORD_PS.part_underbarrel_01_energyburst,,,,
Order,Pistol,45,Underbarrel,ORD_PS.part_underbarrel_04_atlas,,,,
Order,Pistol,46,Underbarrel,ORD_PS.part_underbarrel_04_atlas_ball,,,,
Order,Pistol,47,Foregrip,ORD_PS.part_foregrip_02,,,,
Order,Pistol,48,Foregrip,ORD_PS.part_foregrip_03,,,,
Order,Pistol,49,Manufacturer Part,ORD_PS.part_secondary_ammo_sm,,,,
Order,Pistol,50,Manufacturer Part,ORD_PS.part_secondary_ammo_sg,,,,
Order,Pistol,51,Manufacturer Part,ORD_PS.part_secondary_ammo_ar,,,,
Order,Pistol,52,Manufacturer Part,ORD_PS.part_secondary_ammo_sr,,,,
Order,Pistol,54,Barrel Accessory,ORD_PS.part_barrel_01_a,,,,
Order,Pistol,55,Barrel Accessory,ORD_PS.part_barrel_01_b,,,,
Order,Pistol,56,Barrel Accessory,ORD_PS.part_barrel_01_c,,,,
Order,Pistol,57,Barrel Accessory,ORD_PS.part_barrel_01_d,,,,
Order,Pistol,58,Barrel Accessory,ORD_PS.part_barrel_02_a,,,,
Order,Pistol,59,Barrel Accessory,ORD_PS.part_barrel_02_b,,,,
Order,Pistol,60,Barrel Accessory,ORD_PS.part_barrel_02_c,,,,
Order,Pistol,61,Barrel Accessory,ORD_PS.part_barrel_02_d,,,,
Order,Pistol,62,Manufacturer Part,ORD_PS.part_barrel_licensed_jak,,,,
Order,Pistol,63,Manufacturer Part,ORD_PS.part_barrel_licensed_ted,,,,
Order,Pistol,64,Manufacturer Part,ORD_PS.part_barrel_licensed_ted_shooting,,,,
Order,Pistol,65,Manufacturer Part,ORD_PS.part_barrel_licensed_ted_mirv,,,,
Order,Pistol,66,Manufacturer Part,ORD_PS.part_barrel_licensed_ted_combo,,,,
Order,Pistol,67,Manufacturer Part,ORD_PS.part_barrel_licensed_hyp,,,,
Order,Pistol,68,Foregrip,ORD_PS.part_foregrip_01,,,,
Order,Pistol,69,Manufacturer Part,ORD_PS.part_mag_torgue_normal,,,,
Order,Pistol,70,Manufacturer Part,ORD_PS.part_mag_torgue_sticky,,,,
Order,Pistol,71,Magazine,ORD_PS.part_mag_03_tor,,,,
Order,Pistol,72,Underbarrel,ORD_PS.part_underbarrel_02_gravitywell,,,,
Order,Pistol,75,Barrel,ORD_PS.part_barrel_02_bully,,,,
Order,Pistol,78,Magazine,ORD_PS.part_mag_noisycricket,,,,
Order,Pistol,79,Barrel,ORD_PS.part_barrel_noisycricket,,,,
Order,Pistol,81,Barrel,ORD_PS.part_barrel_02_rocketreload,,,,
Order,Sniper,2,Body,ORD_SR.part_body,,,,
Order,Sniper,3,Body Accessory,ORD_SR.part_body_a,,,,
Order,Sniper,4,Body Accessory,ORD_SR.part_body_b,,,,
Order,Sniper,5,Body Accessory,ORD_SR.part_body_c,,,,
Order,Sniper,6,Body Accessory,ORD_SR.part_body_d,,,,
Order,Sniper,7,Barrel,ORD_SR.part_barrel_01,,,,
Order,Sniper,8,Barrel,ORD_SR.part_barrel_02,,,,
Order,Sniper,9,Barrel Accessory,ORD_SR.part_barrel_01_a,,,,
Order,Sniper,10,Barrel Accessory,ORD_SR.part_barrel_01_c,,,,
Order,Sniper,11,Barrel Accessory,ORD_SR.part_barrel_01_d,,,,
Order,Sniper,12,Barrel Accessory,ORD_SR.part_barrel_02_a,,,,
Order,Sniper,13,Barrel Accessory,ORD_SR.part_barrel_02_b,,,,
Order,Sniper,14,Barrel Accessory,ORD_SR.part_barrel_02_c,,,,
Order,Sniper,15,Barrel Accessory,ORD_SR.part_barrel_02_d,,,,
Order,Sniper,16,Manufacturer Part,ORD_SR.part_barrel_licensed_jak,,,,
Order,Sniper,17,Manufacturer Part,ORD_SR.part_barrel_licensed_ted,,,,
Order,Sniper,18,Manufacturer Part,ORD_SR.part_barrel_licensed_ted_shooting,,,,
Order,Sniper,19,Manufacturer Part,ORD_SR.part_barrel_licensed_ted_mirv,,,,
Order,Sniper,20,Manufacturer Part,ORD_SR.part_barrel_licensed_ted_combo,,,,
Order,Sniper,21,Manufacturer Part,ORD_SR.part_barrel_licensed_hyp,,,,
Order,Sniper,22,Barrel Accessory,ORD_SR.part_barrel_01_b,,,,
Order,Sniper,23,Manufacturer Part,ORD_SR.part_shield_default,,,,
Order,Sniper,24,Manufacturer Part,ORD_SR.part_shield_ricochet,,,,
Order,Sniper,25,Manufacturer Part,ORD_SR.part_shield_ammo,,,,
Order,Sniper,26,Manufacturer Part,ORD_SR.part_shield_amp,,,,
Order,Sniper,27,Magazine,ORD_SR.part_mag_01,,,,
Order,Sniper,28,Magazine,ORD_SR.part_mag_02,,,,
Order,Sniper,29,Magazine,ORD_SR.part_mag_04_cov,,,,
Order,Sniper,30,Magazine,ORD_SR.part_mag_05_borg,,,,
Order,Sniper,31,Stat Modifier,ORD_SR.part_mag_ted_thrown_01,,,,
Order,Sniper,32,Stat Modifier,ORD_SR.part_mag_ted_thrown_02,,,,
Order,Sniper,33,Stat Modifier,ORD_SR.part_mag_ted_thrown_03_tor,,,,
Order,Sniper,34,Stat Modifier,ORD_SR.part_mag_ted_thrown_04_cov,,,,
Order,Sniper,35,Stat Modifier,ORD_SR.part_mag_ted_thrown_05_bor,,,,
Order,Sniper,36,Scope,ORD_SR.part_scope_ironsight,,,,
Order,Sniper,37,Scope,ORD_SR.part_scope_01_lens_01,,,,
Order,Sniper,38,Scope,ORD_SR.part_scope_01_lens_02,,,,
Order,Sniper,39,Scope,ORD_SR.part_scope_02_lens_01,,,,
Order,Sniper,40,Scope,ORD_SR.part_scope_02_lens_02,,,,
Order,Sniper,41,Scope Accessory,ORD_SR.part_scope_acc_s01_l01_a,,,,
Order,Sniper,42,Scope Accessory,ORD_SR.part_scope_acc_s01_l01_b,,,,
Order,Sniper,43,Scope Accessory,ORD_SR.part_scope_acc_s02_l01_a,,,,
Order,Sniper,44,Scope Accessory,ORD_SR.part_scope_acc_s02_l01_b,,,,
Order,Sniper,45,Scope Accessory,ORD_SR.part_scope_acc_s01_l02_a,,,,
Order,Sniper,46,Scope Accessory,ORD_SR.part_scope_acc_s01_l02_b,,,,
Order,Sniper,47,Scope Accessory,ORD_SR.part_scope_acc_s02_l02_a,,,,
Order,Sniper,48,Scope Accessory,ORD_SR.part_scope_acc_s02_l02_b,,,,
Order,Sniper,49,Grip,ORD_SR.part_grip_05c_ted_jav,,,,
Order,Sniper,50,Grip,ORD_SR.part_grip_05b_ted_homing,,,,
Order,Sniper,51,Grip,ORD_SR.part_grip_05a_ted_legs,,,,
Order,Sniper,52,Grip,ORD_SR.part_grip_04_hyp,,,,
Order,Sniper,53,Grip,ORD_SR.part_grip_01,,,,
Order,Sniper,54,Grip,ORD_SR.part_grip_02,,,,
Order,Sniper,55,Grip,ORD_SR.part_grip_03,,,,
Order,Sniper,56,Underbarrel,ORD_SR.part_underbarrel_05_ammoswitcher,,,,
Order,Sniper,57,Underbarrel,ORD_SR.part_underbarrel_02_tether_snare,,,,
Order,Sniper,58,Underbarrel,ORD_SR.part_underbarrel_03_railgun,,,,
Order,Sniper,59,Underbarrel,ORD_SR.part_underbarrel_04_atlas,,,,
Order,Sniper,60,Foregrip,ORD_SR.part_foregrip_02,,,,
Order,Sniper,61,Foregrip,ORD_SR.part_foregrip_03,,,,
Order,Sniper,62,Underbarrel,ORD_SR.part_underbarrel_01_spear,,,,
Order,Sniper,63,Underbarrel,ORD_SR.part_underbarrel_04_atlas_ball,,,,
Order,Sniper,64,Foregrip,ORD_SR.part_foregrip_01,,,,
Order,Sniper,65,Manufacturer Part,ORD_SR.part_secondary_ammo_sm,,,,
Order,Sniper,66,Manufacturer Part,ORD_SR.part_secondary_ammo_sg,,,,
Order,Sniper,67,Manufacturer Part,ORD_SR.part_secondary_ammo_ar,,,,
Order,Sniper,68,Manufacturer Part,ORD_SR.part_secondary_ammo_ps,,,,
Order,Sniper,69,Manufacturer Part,ORD_SR.part_mag_torgue_normal,,,,
Order,Sniper,70,Manufacturer Part,ORD_SR.part_mag_torgue_sticky,,,,
Order,Sniper,71,Magazine,ORD_SR.part_mag_03_tor,,,,
Order,Sniper,72,Barrel,ORD_SR.part_barrel_02_symmetry,,,,
Order,Sniper,74,Magazine,ORD_SR.part_mag_01_fisheye,,,,
Order,Sniper,75,Barrel,ORD_SR.part_barrel_01_fisheye,,,,
Ripper,Shotgun,1,Barrel,BOR_SG.part_barrel_02_goremaster,,,,
Ripper,Shotgun,2,Body,BOR_SG.part_body,,,,
Ripper,Shotgun,3,Body Accessory,BOR_SG.part_body_a,,,,
Ripper,Shotgun,4,Body Accessory,BOR_SG.part_body_b,,,,
Ripper,Shotgun,5,Body Accessory,BOR_SG.part_body_c,,,,
Ripper,Shotgun,6,Body Accessory,BOR_SG.part_body_d,,,,
Ripper,Shotgun,7,Barrel,BOR_SG.part_barrel_01,,,,
Ripper,Shotgun,8,Barrel,BOR_SG.part_barrel_02,,,,
Ripper,Shotgun,9,Manufacturer Part,BOR_SG.part_shield_default,,,,
Ripper,Shotgun,10,Manufacturer Part,BOR_SG.part_shield_ricochet,,,,
Ripper,Shotgun,11,Manufacturer Part,BOR_SG.part_shield_ammo,,,,
Ripper,Shotgun,12,Manufacturer Part,BOR_SG.part_shield_amp,,,,
Ripper,Shotgun,13,Magazine,BOR_SG.part_mag_04_cov,,,,
Ripper,Shotgun,14,Magazine,BOR_SG.part_mag_03_tor,,,,
Ripper,Shotgun,15,Magazine,BOR_SG.part_mag_01,,,,
Ripper,Shotgun,16,Magazine,BOR_SG.part_mag_02,,,,
Ripper,Shotgun,17,Magazine,BOR_SG.part_mag_goldengod,,,,
Ripper,Shotgun,18,Barrel,BOR_SG.part_barrel_goldengod,,,,
Ripper,Shotgun,22,Stat Modifier,BOR_SG.part_mag_ted_thrown_01,,,,
Ripper,Shotgun,23,Stat Modifier,BOR_SG.part_mag_ted_thrown_02,,,,
Ripper,Shotgun,24,Stat Modifier,BOR_SG.part_mag_ted_thrown_03_tor,,,,
Ripper,Shotgun,25,Stat Modifier,BOR_SG.part_mag_ted_thrown_04_cov,,,,
Ripper,Shotgun,26,Scope,BOR_SG.part_scope_02_lens_02,,,,
Ripper,Shotgun,27,Scope,BOR_SG.part_scope_02_lens_01,,,,
Ripper,Shotgun,28,Scope,BOR_SG.part_scope_01_lens_02,,,,
Ripper,Shotgun,29,Scope,BOR_SG.part_scope_01_lens_01,,,,
Ripper,Shotgun,30,Scope,BOR_SG.part_scope_ironsight,,,,
Ripper,Shotgun,31,Scope Accessory,BOR_SG.part_scope_acc_s01_l01_a,,,,
Ripper,Shotgun,32,Scope Accessory,BOR_SG.part_scope_acc_s01_l01_b,,,,
Ripper,Shotgun,33,Scope Accessory,BOR_SG.part_scope_acc_s02_l01_a,,,,
Ripper,Shotgun,34,Scope Accessory,BOR_SG.part_scope_acc_s02_l01_b,,,,
Ripper,Shotgun,35,Scope Accessory,BOR_SG.part_scope_acc_s01_l02_a,,,,
Ripper,Shotgun,36,Scope Accessory,BOR_SG.part_scope_acc_s01_l02_b,,,,
Ripper,Shotgun,37,Scope Accessory,BOR_SG.part_scope_acc_s02_l02_a,,,,
Ripper,Shotgun,38,Scope Accessory,BOR_SG.part_scope_acc_s02_l02_b,,,,
Ripper,Shotgun,39,Grip,BOR_SG.part_grip_05c_ted_jav,,,,
Ripper,Shotgun,40,Grip,BOR_SG.part_grip_05a_ted_legs,,,,
Ripper,Shotgun,41,Grip,BOR_SG.part_grip_05b_ted_homing,,,,
Ripper,Shotgun,42,Grip,BOR_SG.part_grip_01,,,,
Ripper,Shotgun,43,Grip,BOR_SG.part_grip_02,,,,
Ripper,Shotgun,44,Grip,BOR_SG.part_grip_03,,,,
Ripper,Shotgun,45,Grip,BOR_SG.part_grip_04_hyp,,,,
Ripper,Shotgun,46,Underbarrel,BOR_SG.part_underbarrel_04_atlas_ball,,,,
Ripper,Shotgun,47,Underbarrel,BOR_SG.part_underbarrel_04_atlas,,,,
Ripper,Shotgun,48,Underbarrel,BOR_SG.part_underbarrel_01_beam,,,,
Ripper,Shotgun,49,Underbarrel,BOR_SG.part_underbarrel_02_gauss,,,,
Ripper,Shotgun,50,Foregrip,BOR_SG.part_foregrip_01,,,,
Ripper,Shotgun,51,Foregrip,BOR_SG.part_foregrip_03,,,,
Ripper,Shotgun,52,Underbarrel,BOR_SG.part_underbarrel_05_ammoswitcher,,,,
Ripper,Shotgun,53,Underbarrel,BOR_SG.part_underbarrel_06_malswitch,,,,
Ripper,Shotgun,60,Manufacturer Part,BOR_SG.part_secondary_ammo_smg,,,,
Ripper,Shotgun,61,Manufacturer Part,BOR_SG.part_secondary_ammo_ar,,,,
Ripper,Shotgun,62,Manufacturer Part,BOR_SG.part_secondary_ammo_ps,,,,
Ripper,Shotgun,63,Manufacturer Part,BOR_SG.part_secondary_ammo_sr,,,,
Ripper,Shotgun,64,Barrel,BOR_SG.part_unique_barrel_02_convergence,,,,
Ripper,Shotgun,66,Barrel Accessory,BOR_SG.part_barrel_01_a,,,,
Ripper,Shotgun,67,Barrel Accessory,BOR_SG.part_barrel_01_b,,,,
Ripper,Shotgun,68,Barrel Accessory,BOR_SG.part_barrel_01_c,,,,
Ripper,Shotgun,69,Barrel Accessory,BOR_SG.part_barrel_01_d,,,,
Ripper,Shotgun,70,Barrel Accessory,BOR_SG.part_barrel_02_a,,,,
Ripper,Shotgun,71,Barrel Accessory,BOR_SG.part_barrel_02_b,,,,
Ripper,Shotgun,72,Barrel Accessory,BOR_SG.part_barrel_02_c,,,,
Ripper,Shotgun,73,Barrel Accessory,BOR_SG.part_barrel_02_d,,,,
Ripper,Shotgun,74,Manufacturer Part,BOR_SG.part_barrel_licensed_jak,,,,
Ripper,Shotgun,75,Manufacturer Part,BOR_SG.part_barrel_licensed_ted,,,,
Ripper,Shotgun,76,Manufacturer Part,BOR_SG.part_barrel_licensed_ted_shooting,,,,
Ripper,Shotgun,77,Manufacturer Part,BOR_SG.part_barrel_licensed_ted_mirv,,,,
Ripper,Shotgun,78,Manufacturer Part,BOR_SG.part_barrel_licensed_ted_combo,,,,
Ripper,Shotgun,79,Manufacturer Part,BOR_SG.part_barrel_licensed_hyp,,,,
Ripper,Shotgun,80,Underbarrel,BOR_SG.part_underbarrel_03_discharge,,,,
Ripper,Shotgun,81,Foregrip,BOR_SG.part_foregrip_02,,,,
Ripper,Shotgun,82,Manufacturer Part,BOR_SG.part_mag_torgue_normal,,,,
Ripper,Shotgun,83,Manufacturer Part,BOR_SG.part_mag_torgue_sticky,,,,
Ripper,SMG,2,Body,BOR_SM.part_body,,,,
Ripper,SMG,3,Body Accessory,BOR_SM.part_body_a,,,,
Ripper,SMG,4,Body Accessory,BOR_SM.part_body_b,,,,
Ripper,SMG,5,Body Accessory,BOR_SM.part_body_c,,,,
Ripper,SMG,6,Body Accessory,BOR_SM.part_body_d,,,,
Ripper,SMG,7,Barrel,BOR_SM.part_barrel_01,,,,
Ripper,SMG,8,Barrel,BOR_SM.part_barrel_02,,,,
Ripper,SMG,9,Manufacturer Part,BOR_SM.part_shield_default,,,,
Ripper,SMG,10,Manufacturer Part,BOR_SM.part_shield_ricochet,,,,
Ripper,SMG,11,Manufacturer Part,BOR_SM.part_shield_ammo,,,,
Ripper,SMG,12,Manufacturer Part,BOR_SM.part_shield_amp,,,,
Ripper,SMG,13,Magazine,BOR_SM.part_mag_01,,,,
Ripper,SMG,14,Magazine,BOR_SM.part_mag_02,,,,
Ripper,SMG,15,Magazine,BOR_SM.part_mag_03_tor,,,,
Ripper,SMG,16,Magazine,BOR_SM.part_mag_04_cov,,,,
Ripper,SMG,17,Barrel,BOR_SM.part_barrel_02_prince,,,,
Ripper,SMG,20,Barrel,BOR_SM.part_barrel_01_hellfire,,,,
Ripper,SMG,22,Stat Modifier,BOR_SM.part_mag_ted_thrown_01,,,,
Ripper,SMG,23,Stat Modifier,BOR_SM.part_mag_ted_thrown_02,,,,
Ripper,SMG,24,Stat Modifier,BOR_SM.part_mag_ted_thrown_03_tor,,,,
Ripper,SMG,25,Stat Modifier,BOR_SM.part_mag_ted_thrown_04_cov,,,,
Ripper,SMG,26,Scope,BOR_SM.part_scope_ironsight,,,,
Ripper,SMG,27,Scope,BOR_SM.part_scope_01_lens_01,,,,
Ripper,SMG,28,Scope,BOR_SM.part_scope_01_lens_02,,,,
Ripper,SMG,29,Scope,BOR_SM.part_scope_02_lens_01,,,,
Ripper,SMG,30,Scope,BOR_SM.part_scope_02_lens_02,,,,
Ripper,SMG,31,Scope Accessory,BOR_SM.part_scope_acc_s01_l01_a,,,,
Ripper,SMG,32,Scope Accessory,BOR_SM.part_scope_acc_s01_l01_b,,,,
Ripper,SMG,33,Scope Accessory,BOR_SM.part_scope_acc_s02_l01_a,,,,
Ripper,SMG,34,Scope Accessory,BOR_SM.part_scope_acc_s02_l01_b,,,,
Ripper,SMG,35,Scope Accessory,BOR_SM.part_scope_acc_s01_l02_a,,,,
Ripper,SMG,36,Scope Accessory,BOR_SM.part_scope_acc_s01_l02_b,,,,
Ripper,SMG,37,Scope Accessory,BOR_SM.part_scope_acc_s02_l02_a,,,,
Ripper,SMG,38,Scope Accessory,BOR_SM.part_scope_acc_s02_l02_b,,,,
Ripper,SMG,39,Grip,BOR_SM.part_grip_05a_ted_legs,,,,
Ripper,SMG,40,Grip,BOR_SM.part_grip_05c_ted_jav,,,,
Ripper,SMG,41,Grip,BOR_SM.part_grip_05b_ted_homing,,,,
Ripper,SMG,42,Grip,BOR_SM.part_grip_01,,,,
Ripper,SMG,43,Grip,BOR_SM.part_grip_02,,,,
Ripper,SMG,44,Grip,BOR_SM.part_grip_03,,,,
Ripper,SMG,45,Grip,BOR_SM.part_grip_04_hyp,,,,
Ripper,SMG,46,Underbarrel,BOR_SM.part_underbarrel_03_gastrap,,,,
Ripper,SMG,47,Underbarrel,BOR_SM.part_underbarrel_02_drunkrocket,,,,
Ripper,SMG,48,Underbarrel,BOR_SM.part_underbarrel_06_malswitch,,,,
Ripper,SMG,49,Underbarrel,BOR_SM.part_underbarrel_04_atlas,,,,
Ripper,SMG,50,Foregrip,BOR_SM.part_foregrip_01,,,,
Ripper,SMG,51,Foregrip,BOR_SM.part_foregrip_03,,,,
Ripper,SMG,52,Underbarrel,BOR_SM.part_underbarrel_01_shrapnel,,,,
Ripper,SMG,53,Underbarrel,BOR_SM.part_underbarrel_04_atlas_ball,,,,
Ripper,SMG,54,Underbarrel,BOR_SM.part_underbarrel_05_ammoswitcher,,,,
Ripper,SMG,55,Foregrip,BOR_SM.part_foregrip_02,,,,
Ripper,SMG,62,Manufacturer Part,BOR_SM.part_secondary_ammo_sg,,,,
Ripper,SMG,63,Manufacturer Part,BOR_SM.part_secondary_ammo_ar,,,,
Ripper,SMG,64,Manufacturer Part,BOR_SM.part_secondary_ammo_ps,,,,
Ripper,SMG,65,Manufacturer Part,BOR_SM.part_secondary_ammo_sr,,,,
Ripper,SMG,66,Barrel Accessory,BOR_SM.part_barrel_01_a,,,,
Ripper,SMG,67,Barrel Accessory,BOR_SM.part_barrel_01_b,,,,
Ripper,SMG,68,Barrel Accessory,BOR_SM.part_barrel_01_c,,,,
Ripper,SMG,69,Barrel Accessory,BOR_SM.part_barrel_01_d,,,,
Ripper,SMG,70,Barrel Accessory,BOR_SM.part_barrel_02_a,,,,
Ripper,SMG,71,Barrel Accessory,BOR_SM.part_barrel_02_b,,,,
Ripper,SMG,72,Barrel Accessory,BOR_SM.part_barrel_02_c,,,,
Ripper,SMG,73,Barrel Accessory,BOR_SM.part_barrel_02_d,,,,
Ripper,SMG,74,Manufacturer Part,BOR_SM.part_barrel_licensed_jak,,,,
Ripper,SMG,75,Manufacturer Part,BOR_SM.part_barrel_licensed_ted,,,,
Ripper,SMG,76,Manufacturer Part,BOR_SM.part_barrel_licensed_ted_shooting,,,,
Ripper,SMG,77,Manufacturer Part,BOR_SM.part_barrel_licensed_ted_mirv,,,,
Ripper,SMG,78,Manufacturer Part,BOR_SM.part_barrel_licensed_ted_combo,,,,
Ripper,SMG,79,Manufacturer Part,BOR_SM.part_barrel_licensed_hyp,,,,
Ripper,SMG,80,Manufacturer Part,BOR_SM.part_mag_torgue_normal,,,,
Ripper,SMG,81,Manufacturer Part,BOR_SM.part_mag_torgue_sticky,,,,
Ripper,Sniper,2,Body,BOR_SR.part_body,,,,
Ripper,Sniper,3,Body Accessory,BOR_SR.part_body_a,,,,
Ripper,Sniper,4,Body Accessory,BOR_SR.part_body_b,,,,
Ripper,Sniper,5,Body Accessory,BOR_SR.part_body_c,,,,
Ripper,Sniper,6,Body Accessory,BOR_SR.part_body_d,,,,
Ripper,Sniper,7,Barrel,BOR_SR.part_barrel_01,,,,
Ripper,Sniper,8,Barrel,BOR_SR.part_barrel_02,,,,
Ripper,Sniper,9,Manufacturer Part,BOR_SR.part_shield_default,,,,
Ripper,Sniper,10,Manufacturer Part,BOR_SR.part_shield_ricochet,,,,
Ripper,Sniper,11,Manufacturer Part,BOR_SR.part_shield_ammo,,,,
Ripper,Sniper,12,Manufacturer Part,BOR_SR.part_shield_amp,,,,
Ripper,Sniper,13,Magazine,BOR_SR.part_mag_01,,,,
Ripper,Sniper,14,Magazine,BOR_SR.part_mag_02,,,,
Ripper,Sniper,15,Magazine,BOR_SR.part_mag_04_cov,,,,
Ripper,Sniper,16,Manufacturer Part,BOR_SR.part_mag_torgue_normal,,,,
Ripper,Sniper,17,Manufacturer Part,BOR_SR.part_mag_torgue_sticky,,,,
Ripper,Sniper,20,Barrel,BOR_SR.part_barrel_01_stray,,,,
Ripper,Sniper,21,Barrel,BOR_SR.part_barrel_02_vamoose,,,,
Ripper,Sniper,23,Stat Modifier,BOR_SR.part_mag_ted_thrown_01,,,,
Ripper,Sniper,24,Stat Modifier,BOR_SR.part_mag_ted_thrown_02,,,,
Ripper,Sniper,25,Stat Modifier,BOR_SR.part_mag_ted_thrown_03_tor,,,,
Ripper,Sniper,26,Scope,BOR_SR.part_scope_ironsight,,,,
Ripper,Sniper,27,Scope,BOR_SR.part_scope_01_lens_01,,,,
Ripper,Sniper,28,Scope,BOR_SR.part_scope_01_lens_02,,,,
Ripper,Sniper,29,Scope,BOR_SR.part_scope_02_lens_01,,,,
Ripper,Sniper,30,Scope,BOR_SR.part_scope_02_lens_02,,,,
Ripper,Sniper,31,Scope Accessory,BOR_SR.part_scope_acc_s01_l01_a,,,,
Ripper,Sniper,32,Scope Accessory,BOR_SR.part_scope_acc_s01_l01_b,,,,
Ripper,Sniper,33,Scope Accessory,BOR_SR.part_scope_acc_s02_l01_a,,,,
Ripper,Sniper,34,Scope Accessory,BOR_SR.part_scope_acc_s02_l01_b,,,,
Ripper,Sniper,35,Scope Accessory,BOR_SR.part_scope_acc_s01_l02_a,,,,
Ripper,Sniper,36,Scope Accessory,BOR_SR.part_scope_acc_s01_l02_b,,,,
Ripper,Sniper,37,Scope Accessory,BOR_SR.part_scope_acc_s02_l02_a,,,,
Ripper,Sniper,38,Scope Accessory,BOR_SR.part_scope_acc_s02_l02_b,,,,
Ripper,Sniper,39,Grip,BOR_SR.part_grip_05a_ted_legs,,,,
Ripper,Sniper,40,Grip,BOR_SR.part_grip_05c_ted_jav,,,,
Ripper,Sniper,41,Grip,BOR_SR.part_grip_05b_ted_homing,,,,
Ripper,Sniper,42,Grip,BOR_SR.part_grip_04_hyp,,,,
Ripper,Sniper,43,Grip,BOR_SR.part_grip_01,,,,
Ripper,Sniper,44,Grip,BOR_SR.part_grip_02,,,,
Ripper,Sniper,45,Grip,BOR_SR.part_grip_03,,,,
Ripper,Sniper,46,Underbarrel,BOR_SR.part_underbarrel_06_malswitch,,,,
Ripper,Sniper,47,Underbarrel,BOR_SR.part_underbarrel_02_seeker,,,,
Ripper,Sniper,48,Underbarrel,BOR_SR.part_underbarrel_01_gravtrap,,,,
Ripper,Sniper,49,Underbarrel,BOR_SR.part_underbarrel_04_atlas,,,,
Ripper,Sniper,50,Foregrip,BOR_SR.part_foregrip_01,,,,
Ripper,Sniper,51,Foregrip,BOR_SR.part_foregrip_03,,,,
Ripper,Sniper,52,Foregrip,BOR_SR.part_foregrip_02,,,,
Ripper,Sniper,53,Underbarrel,BOR_SR.part_underbarrel_05_ammoswitcher,,,,
Ripper,Sniper,54,Underbarrel,BOR_SR.part_underbarrel_04_atlas_ball,,,,
Ripper,Sniper,55,Underbarrel,BOR_SR.part_underbarrel_03_marked,,,,
Ripper,Sniper,62,Manufacturer Part,BOR_SR.part_secondary_ammo_smg,,,,
Ripper,Sniper,63,Manufacturer Part,BOR_SR.part_secondary_ammo_sg,,,,
